"","X","participant_id","option_chosen","problem_number","running_number","trial_number","cond","a.b.f","b.b.f","a.se.f","b.se.f","a_be","pa_be","a_se","pa_se","b_be","pb_be","b_se","pb_se","de_gap_rule"
"6314",6314,53,0,19,14,60,"exp",0,0.916666666666667,0,0.0833333333333333,5,0.804,5,0.064,5,0.889,4,0.163,0.0833333333333333
"6315",6315,53,1,22,15,31,"exp",0.875,0.96551724137931,0.125,0.0344827586206897,9,0.642,2,0.213,9,0.902,10,0.042,0.0833333333333333
"6316",6316,53,0,23,16,54,"exp",0,0.8,0,0.2,7,0.828,5,0.033,7,0.81,4,0.104,0.0833333333333333
"6317",6317,53,0,26,17,29,"exp",0,0.75,0,0.25,8,0.645,4,0.215,8,0.8,2,0.188,0.0833333333333333
"6318",6318,53,1,27,18,52,"exp",0.5,0.75,0.222222222222222,0.0625,5,0.517,9,0.085,5,0.835,10,0.072,0.0833333333333333
"6319",6319,53,0,28,19,22,"exp",0.887323943661972,0.8,0.0140845070422535,0.2,8,0.9,8,0.012,8,0.786,4,0.181,0.0833333333333333
"6320",6320,53,1,29,20,6,"exp",0.785714285714286,0.615384615384615,0.0714285714285714,0.307692307692308,7,0.676,4,0.058,7,0.571,2,0.218,0.0833333333333333
"6321",6321,53,0,31,21,46,"exp",0.666666666666667,0.625,0.166666666666667,0.0625,5,0.769,4,0.091,5,0.681,3,0.219,0.0833333333333333
"6322",6322,53,1,32,22,59,"exp",0.875,0,0.125,0,5,0.86,4,0.132,5,0.782,8,0.014,0.0833333333333333
"6323",6323,53,1,34,23,23,"exp",0.888888888888889,1,0.333333333333333,0.166666666666667,7,0.596,3,0.145,7,0.944,9,0.135,0.0833333333333333
"6324",6324,53,1,35,24,7,"exp",0.616161616161616,1,0.0101010101010101,0.5,3,0.575,8,0.014,3,0.724,5,0.183,0.0833333333333333
"6325",6325,53,1,36,25,28,"exp",0.791666666666667,0.666666666666667,0,0,6,0.791,8,0.019,6,0.631,10,0.019,0.0833333333333333
"6326",6326,53,1,39,26,44,"exp",0.785714285714286,0.4,0.0714285714285714,0.0666666666666667,9,0.752,4,0.146,9,0.624,10,0.037,0.0833333333333333
"6327",6327,53,0,42,27,37,"exp",0.476190476190476,0.941176470588235,0.333333333333333,0.176470588235294,9,0.561,4,0.199,9,0.824,4,0.151,0.0833333333333333
"6328",6328,53,1,43,28,1,"exp",0.894736842105263,0.866666666666667,0.157894736842105,0.333333333333333,6,0.767,9,0.03,6,0.871,9,0.117,0.0833333333333333
"6329",6329,53,1,44,29,16,"exp",0.724137931034483,0.5625,0.0344827586206897,0.25,3,0.766,4,0.083,3,0.635,4,0.136,0.0833333333333333
"6330",6330,53,0,45,30,41,"exp",0,0.857142857142857,0,0.142857142857143,7,0.609,2,0.164,7,0.691,4,0.081,0.0833333333333333
"6331",6331,53,0,48,31,58,"exp",0,0.666666666666667,0,0.111111111111111,6,0.754,10,0.088,6,0.833,4,0.235,0.0833333333333333
"6332",6332,53,0,53,32,36,"exp",0.777777777777778,0.75,0.0555555555555556,0.25,7,0.713,8,0.01,7,0.763,10,0.041,0.0833333333333333
"6333",6333,53,1,54,33,27,"exp",0.8,0.8,0.2,0.2,8,0.659,2,0.227,8,0.594,3,0.134,0.0833333333333333
"6334",6334,53,0,56,34,40,"exp",0.766666666666667,0.769230769230769,0,0.0769230769230769,7,0.77,10,0.016,7,0.62,3,0.091,0.0833333333333333
"6335",6335,53,1,57,35,35,"exp",0.833333333333333,0.580645161290323,0.0833333333333333,0.032258064516129,3,0.645,5,0.137,3,0.677,9,0.017,0.0833333333333333
"6336",6336,53,1,59,36,53,"exp",0.5,0,0.166666666666667,0,8,0.569,4,0.16,8,0.795,8,0.071,0.0833333333333333
"6337",6337,53,0,60,37,20,"exp",0.709677419354839,0.714285714285714,0.032258064516129,0.142857142857143,8,0.566,9,0.06,8,0.766,4,0.192,0.0833333333333333
"6338",6338,53,0,61,38,13,"exp",0.916666666666667,0.769230769230769,0.0833333333333333,0.0384615384615385,3,0.86,10,0.104,3,0.659,4,0.138,0.0833333333333333
"6339",6339,53,1,65,39,18,"exp",0.444444444444444,0.547169811320755,0.111111111111111,0.0188679245283019,9,0.571,2,0.261,9,0.514,8,0.014,0.0833333333333333
"6340",6340,53,0,67,40,30,"exp",0.75,0.714285714285714,0.125,0.571428571428571,8,0.711,9,0.145,8,0.536,2,0.139,0.0833333333333333
"6341",6341,53,1,68,41,50,"exp",0.923076923076923,0,0.0769230769230769,0,6,0.845,2,0.162,6,0.869,3,0.068,0.0833333333333333
"6342",6342,53,1,70,42,4,"exp",0.6,0.6875,0.0285714285714286,0.0625,7,0.556,8,0.029,7,0.715,9,0.105,0.0833333333333333
"6343",6343,53,0,71,43,45,"exp",0.666666666666667,0.538461538461538,0.0416666666666667,0.0384615384615385,9,0.606,9,0.036,9,0.577,4,0.105,0.0833333333333333
"6344",6344,53,1,73,44,25,"exp",0.6,0.5,0.2,0,7,0.703,4,0.162,7,0.756,5,0.103,0.0833333333333333
"6345",6345,53,0,74,45,19,"exp",1,0.666666666666667,0.333333333333333,0.666666666666667,3,0.693,9,0.031,3,0.708,4,0.18,0.0833333333333333
"6346",6346,53,1,76,46,15,"exp",0.714285714285714,0.821428571428571,0.428571428571429,0.0178571428571429,8,0.794,5,0.2,8,0.837,8,0.018,0.0833333333333333
"6347",6347,53,0,77,47,3,"exp",0.5625,0.727272727272727,0.0625,0.272727272727273,9,0.741,8,0.02,9,0.571,2,0.198,0.0833333333333333
"6348",6348,53,1,79,48,56,"exp",1,0.840909090909091,0.333333333333333,0.0227272727272727,7,0.733,4,0.167,7,0.799,10,0.038,0.0833333333333333
"6349",6349,53,1,80,49,11,"exp",0.843137254901961,0.833333333333333,0.0196078431372549,0.166666666666667,2,0.812,3,0.037,2,0.817,4,0.199,0.0833333333333333
"6350",6350,53,1,81,50,12,"exp",0.631578947368421,0.574074074074074,0.210526315789474,0.0185185185185185,3,0.626,2,0.205,3,0.571,10,0.027,0.0833333333333333
"6351",6351,53,0,83,51,5,"exp",0.756756756756757,0.675,0.027027027027027,0.05,3,0.742,10,0.052,3,0.688,5,0.112,0.0833333333333333
"6352",6352,53,1,84,52,26,"exp",0.75,0.6,0.25,0,3,0.595,4,0.187,3,0.669,3,0.065,0.0833333333333333
"6353",6353,53,0,85,53,42,"exp",0.6,0.888888888888889,0.2,0.222222222222222,9,0.668,4,0.153,9,0.846,3,0.082,0.0833333333333333
"6354",6354,53,1,86,54,8,"exp",0.647058823529412,0.833333333333333,0.0588235294117647,0.166666666666667,2,0.716,3,0.074,2,0.676,2,0.176,0.0833333333333333
"6355",6355,53,0,90,55,24,"exp",0.85,1,0.05,0.2,6,0.832,5,0.118,6,0.903,2,0.193,0.0833333333333333
"6356",6356,53,0,92,56,55,"exp",0,0.583333333333333,0,0.0833333333333333,8,0.793,8,0.013,8,0.637,5,0.089,0.0833333333333333
"6357",6357,53,0,95,57,57,"exp",0.5,0.529411764705882,0.166666666666667,0.0588235294117647,3,0.604,10,0.043,3,0.514,9,0.071,0.0833333333333333
"6358",6358,53,1,96,58,10,"exp",0.68,0.777777777777778,0.08,0.166666666666667,9,0.703,5,0.066,9,0.597,4,0.158,0.0833333333333333
"6359",6359,53,1,99,59,33,"exp",0.714285714285714,0.782608695652174,0.285714285714286,0.0434782608695652,7,0.596,5,0.137,7,0.736,10,0.075,0.0833333333333333
"6360",6360,53,1,100,60,38,"exp",0.833333333333333,0.694915254237288,0.333333333333333,0.0169491525423729,3,0.761,2,0.276,3,0.716,8,0.056,0.0833333333333333
"6361",6361,54,1,2,1,56,"desc",NA,NA,NA,NA,3,0.88,6,0.114,3,0.733,6,0.178,0.166666666666667
"6362",6362,54,1,3,2,31,"desc",NA,NA,NA,NA,8,0.68,3,0.251,8,0.614,9,0.051,0.166666666666667
"6363",6363,54,1,5,3,38,"desc",NA,NA,NA,NA,9,0.905,9,0.074,9,0.709,3,0.205,0.166666666666667
"6364",6364,54,1,8,4,45,"desc",NA,NA,NA,NA,3,0.545,9,0.067,3,0.694,9,0.026,0.166666666666667
"6365",6365,54,1,10,5,14,"desc",NA,NA,NA,NA,9,0.921,3,0.226,9,0.73,6,0.089,0.166666666666667
"6366",6366,54,0,11,6,4,"desc",NA,NA,NA,NA,3,0.644,7,0.02,3,0.914,4,0.14,0.166666666666667
"6367",6367,54,1,12,7,54,"desc",NA,NA,NA,NA,3,0.688,6,0.122,3,0.706,9,0.024,0.166666666666667
"6368",6368,54,0,13,8,40,"desc",NA,NA,NA,NA,8,0.635,6,0.157,8,0.611,7,0.092,0.166666666666667
"6369",6369,54,1,14,9,3,"desc",NA,NA,NA,NA,3,0.511,6,0.049,3,0.778,9,0.054,0.166666666666667
"6370",6370,54,0,15,10,50,"desc",NA,NA,NA,NA,3,0.675,3,0.105,3,0.775,6,0.176,0.166666666666667
"6371",6371,54,1,16,11,22,"desc",NA,NA,NA,NA,8,0.836,9,0.014,8,0.703,7,0.185,0.166666666666667
"6372",6372,54,1,17,12,21,"desc",NA,NA,NA,NA,3,0.922,9,0.062,3,0.563,7,0.056,0.166666666666667
"6373",6373,54,0,18,13,43,"desc",NA,NA,NA,NA,5,0.584,9,0.015,5,0.658,9,0.027,0.166666666666667
"6374",6374,54,1,19,14,52,"desc",NA,NA,NA,NA,5,0.804,6,0.064,5,0.889,4,0.163,0.166666666666667
"6375",6375,54,0,22,15,8,"desc",NA,NA,NA,NA,8,0.642,3,0.213,8,0.902,9,0.042,0.166666666666667
"6376",6376,54,0,23,16,33,"desc",NA,NA,NA,NA,5,0.828,6,0.033,5,0.81,6,0.104,0.166666666666667
"6377",6377,54,0,26,17,39,"desc",NA,NA,NA,NA,8,0.645,6,0.215,8,0.8,3,0.188,0.166666666666667
"6378",6378,54,0,27,18,6,"desc",NA,NA,NA,NA,5,0.517,7,0.085,5,0.835,9,0.072,0.166666666666667
"6379",6379,54,1,28,19,11,"desc",NA,NA,NA,NA,8,0.9,9,0.012,8,0.786,4,0.181,0.166666666666667
"6380",6380,54,1,29,20,44,"desc",NA,NA,NA,NA,5,0.676,6,0.058,5,0.571,3,0.218,0.166666666666667
"6381",6381,54,1,31,21,5,"desc",NA,NA,NA,NA,5,0.769,6,0.091,5,0.681,7,0.219,0.166666666666667
"6382",6382,54,1,32,22,37,"desc",NA,NA,NA,NA,5,0.86,6,0.132,5,0.782,9,0.014,0.166666666666667
"6383",6383,54,0,34,23,57,"desc",NA,NA,NA,NA,5,0.596,7,0.145,5,0.944,7,0.135,0.166666666666667
"6384",6384,54,0,35,24,29,"desc",NA,NA,NA,NA,3,0.575,9,0.014,3,0.724,6,0.183,0.166666666666667
"6385",6385,54,0,36,25,51,"desc",NA,NA,NA,NA,5,0.791,9,0.019,5,0.631,9,0.019,0.166666666666667
"6386",6386,54,0,39,26,59,"desc",NA,NA,NA,NA,9,0.752,4,0.146,9,0.624,9,0.037,0.166666666666667
"6387",6387,54,1,42,27,19,"desc",NA,NA,NA,NA,8,0.561,6,0.199,8,0.824,6,0.151,0.166666666666667
"6388",6388,54,0,43,28,30,"desc",NA,NA,NA,NA,5,0.767,7,0.03,5,0.871,7,0.117,0.166666666666667
"6389",6389,54,1,44,29,49,"desc",NA,NA,NA,NA,3,0.766,6,0.083,3,0.635,4,0.136,0.166666666666667
"6390",6390,54,1,45,30,60,"desc",NA,NA,NA,NA,5,0.609,3,0.164,5,0.691,6,0.081,0.166666666666667
"6391",6391,54,0,48,31,35,"desc",NA,NA,NA,NA,5,0.754,9,0.088,5,0.833,6,0.235,0.166666666666667
"6392",6392,54,0,53,32,26,"desc",NA,NA,NA,NA,5,0.713,9,0.01,5,0.763,9,0.041,0.166666666666667
"6393",6393,54,1,54,33,58,"desc",NA,NA,NA,NA,8,0.659,3,0.227,8,0.594,7,0.134,0.166666666666667
"6394",6394,54,0,56,34,12,"desc",NA,NA,NA,NA,5,0.77,9,0.016,5,0.62,7,0.091,0.166666666666667
"6395",6395,54,1,57,35,13,"desc",NA,NA,NA,NA,3,0.645,6,0.137,3,0.677,7,0.017,0.166666666666667
"6396",6396,54,1,59,36,42,"desc",NA,NA,NA,NA,8,0.569,6,0.16,8,0.795,9,0.071,0.166666666666667
"6397",6397,54,0,60,37,1,"desc",NA,NA,NA,NA,8,0.566,7,0.06,8,0.766,6,0.192,0.166666666666667
"6398",6398,54,0,61,38,47,"desc",NA,NA,NA,NA,3,0.86,9,0.104,3,0.659,4,0.138,0.166666666666667
"6399",6399,54,1,65,39,25,"desc",NA,NA,NA,NA,9,0.571,3,0.261,9,0.514,9,0.014,0.166666666666667
"6400",6400,54,1,67,40,23,"desc",NA,NA,NA,NA,8,0.711,7,0.145,8,0.536,3,0.139,0.166666666666667
"6401",6401,54,0,68,41,17,"desc",NA,NA,NA,NA,5,0.845,3,0.162,5,0.869,7,0.068,0.166666666666667
"6402",6402,54,1,70,42,55,"desc",NA,NA,NA,NA,5,0.556,9,0.029,5,0.715,7,0.105,0.166666666666667
"6403",6403,54,1,71,43,27,"desc",NA,NA,NA,NA,9,0.606,7,0.036,9,0.577,4,0.105,0.166666666666667
"6404",6404,54,0,73,44,34,"desc",NA,NA,NA,NA,5,0.703,6,0.162,5,0.756,6,0.103,0.166666666666667
"6405",6405,54,0,74,45,46,"desc",NA,NA,NA,NA,3,0.693,7,0.031,3,0.708,6,0.18,0.166666666666667
"6406",6406,54,1,76,46,53,"desc",NA,NA,NA,NA,8,0.794,6,0.2,8,0.837,9,0.018,0.166666666666667
"6407",6407,54,0,77,47,36,"desc",NA,NA,NA,NA,9,0.741,9,0.02,9,0.571,3,0.198,0.166666666666667
"6408",6408,54,0,79,48,20,"desc",NA,NA,NA,NA,5,0.733,4,0.167,5,0.799,9,0.038,0.166666666666667
"6409",6409,54,1,80,49,9,"desc",NA,NA,NA,NA,3,0.812,7,0.037,3,0.817,6,0.199,0.166666666666667
"6410",6410,54,1,81,50,24,"desc",NA,NA,NA,NA,3,0.626,3,0.205,3,0.571,9,0.027,0.166666666666667
"6411",6411,54,0,83,51,2,"desc",NA,NA,NA,NA,3,0.742,9,0.052,3,0.688,6,0.112,0.166666666666667
"6412",6412,54,0,84,52,28,"desc",NA,NA,NA,NA,3,0.595,6,0.187,3,0.669,7,0.065,0.166666666666667
"6413",6413,54,0,85,53,7,"desc",NA,NA,NA,NA,8,0.668,4,0.153,8,0.846,7,0.082,0.166666666666667
"6414",6414,54,1,86,54,16,"desc",NA,NA,NA,NA,3,0.716,7,0.074,3,0.676,3,0.176,0.166666666666667
"6415",6415,54,0,90,55,41,"desc",NA,NA,NA,NA,5,0.832,6,0.118,5,0.903,3,0.193,0.166666666666667
"6416",6416,54,0,92,56,48,"desc",NA,NA,NA,NA,8,0.793,9,0.013,8,0.637,6,0.089,0.166666666666667
"6417",6417,54,0,95,57,10,"desc",NA,NA,NA,NA,3,0.604,9,0.043,3,0.514,7,0.071,0.166666666666667
"6418",6418,54,1,96,58,32,"desc",NA,NA,NA,NA,8,0.703,6,0.066,8,0.597,6,0.158,0.166666666666667
"6419",6419,54,0,99,59,15,"desc",NA,NA,NA,NA,5,0.596,6,0.137,5,0.736,9,0.075,0.166666666666667
"6420",6420,54,1,100,60,18,"desc",NA,NA,NA,NA,3,0.761,3,0.276,3,0.716,9,0.056,0.166666666666667
"6421",6421,54,1,2,1,49,"exp",1,0,0,0,3,0.88,6,0.114,3,0.733,6,0.178,0.166666666666667
"6422",6422,54,0,3,2,31,"exp",1,1,1,0,8,0.68,3,0.251,8,0.614,9,0.051,0.166666666666667
"6423",6423,54,1,5,3,13,"exp",1,0.5,0,0,9,0.905,9,0.074,9,0.709,3,0.205,0.166666666666667
"6424",6424,54,0,8,4,15,"exp",0.5,1,0.5,0,3,0.545,9,0.067,3,0.694,9,0.026,0.166666666666667
"6425",6425,54,1,10,5,19,"exp",1,1,0,0,9,0.921,3,0.226,9,0.73,6,0.089,0.166666666666667
"6426",6426,54,0,11,6,43,"exp",0,1,0,0.5,3,0.644,7,0.02,3,0.914,4,0.14,0.166666666666667
"6427",6427,54,0,12,7,5,"exp",1,0.5,0,0,3,0.688,6,0.122,3,0.706,9,0.024,0.166666666666667
"6428",6428,54,1,13,8,47,"exp",1,0,0,0,8,0.635,6,0.157,8,0.611,7,0.092,0.166666666666667
"6429",6429,54,1,14,9,21,"exp",0.5,1,0,0,3,0.511,6,0.049,3,0.778,9,0.054,0.166666666666667
"6430",6430,54,1,15,10,1,"exp",0.5,0.666666666666667,0,0,3,0.675,3,0.105,3,0.775,6,0.176,0.166666666666667
"6431",6431,54,1,16,11,46,"exp",0.5,1,0,0,8,0.836,9,0.014,8,0.703,7,0.185,0.166666666666667
"6432",6432,54,1,17,12,26,"exp",1,0,0,0,3,0.922,9,0.062,3,0.563,7,0.056,0.166666666666667
"6433",6433,54,0,18,13,39,"exp",0,0.5,0,0,5,0.584,9,0.015,5,0.658,9,0.027,0.166666666666667
"6434",6434,54,1,19,14,37,"exp",1,1,0,1,5,0.804,6,0.064,5,0.889,4,0.163,0.166666666666667
"6435",6435,54,1,22,15,27,"exp",1,1,0,0,8,0.642,3,0.213,8,0.902,9,0.042,0.166666666666667
"6436",6436,54,1,23,16,54,"exp",1,0,0,0,5,0.828,6,0.033,5,0.81,6,0.104,0.166666666666667
"6437",6437,54,0,26,17,60,"exp",1,1,0,0,8,0.645,6,0.215,8,0.8,3,0.188,0.166666666666667
"6438",6438,54,0,27,18,12,"exp",0,1,0,0,5,0.517,7,0.085,5,0.835,9,0.072,0.166666666666667
"6439",6439,54,1,28,19,14,"exp",1,1,0,1,8,0.9,9,0.012,8,0.786,4,0.181,0.166666666666667
"6440",6440,54,1,29,20,25,"exp",1,1,0,0,5,0.676,6,0.058,5,0.571,3,0.218,0.166666666666667
"6441",6441,54,0,31,21,4,"exp",1,1,0,0,5,0.769,6,0.091,5,0.681,7,0.219,0.166666666666667
"6442",6442,54,1,32,22,24,"exp",1,0,0,0,5,0.86,6,0.132,5,0.782,9,0.014,0.166666666666667
"6443",6443,54,0,34,23,29,"exp",1,1,0,0,5,0.596,7,0.145,5,0.944,7,0.135,0.166666666666667
"6444",6444,54,1,35,24,22,"exp",1,0,0,1,3,0.575,9,0.014,3,0.724,6,0.183,0.166666666666667
"6445",6445,54,1,36,25,42,"exp",1,0,0,0,5,0.791,9,0.019,5,0.631,9,0.019,0.166666666666667
"6446",6446,54,0,39,26,2,"exp",0,0.5,1,0,9,0.752,4,0.146,9,0.624,9,0.037,0.166666666666667
"6447",6447,54,0,42,27,16,"exp",1,1,1,0,8,0.561,6,0.199,8,0.824,6,0.151,0.166666666666667
"6448",6448,54,0,43,28,6,"exp",1,1,0,0,5,0.767,7,0.03,5,0.871,7,0.117,0.166666666666667
"6449",6449,54,1,44,29,28,"exp",1,0,0,0,3,0.766,6,0.083,3,0.635,4,0.136,0.166666666666667
"6450",6450,54,1,45,30,56,"exp",1,1,0,1,5,0.609,3,0.164,5,0.691,6,0.081,0.166666666666667
"6451",6451,54,1,48,31,59,"exp",1,1,0,0,5,0.754,9,0.088,5,0.833,6,0.235,0.166666666666667
"6452",6452,54,1,53,32,44,"exp",1,1,0,0,5,0.713,9,0.01,5,0.763,9,0.041,0.166666666666667
"6453",6453,54,1,54,33,50,"exp",1,0,0,0,8,0.659,3,0.227,8,0.594,7,0.134,0.166666666666667
"6454",6454,54,0,56,34,34,"exp",1,1,0,0,5,0.77,9,0.016,5,0.62,7,0.091,0.166666666666667
"6455",6455,54,0,57,35,20,"exp",0,1,1,0,3,0.645,6,0.137,3,0.677,7,0.017,0.166666666666667
"6456",6456,54,0,59,36,10,"exp",0.5,0.5,0,0,8,0.569,6,0.16,8,0.795,9,0.071,0.166666666666667
"6457",6457,54,0,60,37,3,"exp",0.5,1,0,0,8,0.566,7,0.06,8,0.766,6,0.192,0.166666666666667
"6458",6458,54,1,61,38,9,"exp",0,0,0,0,3,0.86,9,0.104,3,0.659,4,0.138,0.166666666666667
"6459",6459,54,0,65,39,45,"exp",0,1,0,0,9,0.571,3,0.261,9,0.514,9,0.014,0.166666666666667
"6460",6460,54,0,67,40,53,"exp",1,1,1,0,8,0.711,7,0.145,8,0.536,3,0.139,0.166666666666667
"6461",6461,54,1,68,41,48,"exp",1,0,0,0,5,0.845,3,0.162,5,0.869,7,0.068,0.166666666666667
"6462",6462,54,0,70,42,58,"exp",1,1,0,0,5,0.556,9,0.029,5,0.715,7,0.105,0.166666666666667
"6463",6463,54,1,71,43,33,"exp",1,0,0,0,9,0.606,7,0.036,9,0.577,4,0.105,0.166666666666667
"6464",6464,54,1,73,44,17,"exp",1,0,0,1,5,0.703,6,0.162,5,0.756,6,0.103,0.166666666666667
"6465",6465,54,0,74,45,38,"exp",1,1,0,0,3,0.693,7,0.031,3,0.708,6,0.18,0.166666666666667
"6466",6466,54,0,76,46,55,"exp",1,1,0,0,8,0.794,6,0.2,8,0.837,9,0.018,0.166666666666667
"6467",6467,54,1,77,47,8,"exp",0.5,0.5,0,0.5,9,0.741,9,0.02,9,0.571,3,0.198,0.166666666666667
"6468",6468,54,1,79,48,57,"exp",1,1,0,0,5,0.733,4,0.167,5,0.799,9,0.038,0.166666666666667
"6469",6469,54,1,80,49,41,"exp",0.5,1,0,0.5,3,0.812,7,0.037,3,0.817,6,0.199,0.166666666666667
"6470",6470,54,1,81,50,52,"exp",1,0,0,0,3,0.626,3,0.205,3,0.571,9,0.027,0.166666666666667
"6471",6471,54,0,83,51,32,"exp",0,1,0,0,3,0.742,9,0.052,3,0.688,6,0.112,0.166666666666667
"6472",6472,54,0,84,52,11,"exp",0.5,0.5,0,0,3,0.595,6,0.187,3,0.669,7,0.065,0.166666666666667
"6473",6473,54,0,85,53,7,"exp",1,1,0,0,8,0.668,4,0.153,8,0.846,7,0.082,0.166666666666667
"6474",6474,54,0,86,54,30,"exp",1,1,0,0,3,0.716,7,0.074,3,0.676,3,0.176,0.166666666666667
"6475",6475,54,0,90,55,36,"exp",1,1,0,0,5,0.832,6,0.118,5,0.903,3,0.193,0.166666666666667
"6476",6476,54,0,92,56,35,"exp",0.5,0.5,0,0,8,0.793,9,0.013,8,0.637,6,0.089,0.166666666666667
"6477",6477,54,0,95,57,23,"exp",1,0,0.5,0,3,0.604,9,0.043,3,0.514,7,0.071,0.166666666666667
"6478",6478,54,1,96,58,40,"exp",1,1,0,1,8,0.703,6,0.066,8,0.597,6,0.158,0.166666666666667
"6479",6479,54,1,99,59,18,"exp",1,1,0,0,5,0.596,6,0.137,5,0.736,9,0.075,0.166666666666667
"6480",6480,54,0,100,60,51,"exp",1,1,0,0,3,0.761,3,0.276,3,0.716,9,0.056,0.166666666666667
"6481",6481,55,1,2,1,38,"desc",NA,NA,NA,NA,3,0.88,6,0.114,3,0.733,7,0.178,0.133333333333333
"6482",6482,55,1,3,2,20,"desc",NA,NA,NA,NA,9,0.68,4,0.251,9,0.614,8,0.051,0.133333333333333
"6483",6483,55,0,5,3,15,"desc",NA,NA,NA,NA,8,0.905,8,0.074,8,0.709,4,0.205,0.133333333333333
"6484",6484,55,0,8,4,36,"desc",NA,NA,NA,NA,2,0.545,6,0.067,2,0.694,6,0.026,0.133333333333333
"6485",6485,55,1,10,5,26,"desc",NA,NA,NA,NA,8,0.921,4,0.226,8,0.73,6,0.089,0.133333333333333
"6486",6486,55,0,11,6,16,"desc",NA,NA,NA,NA,2,0.644,8,0.02,2,0.914,3,0.14,0.133333333333333
"6487",6487,55,0,12,7,3,"desc",NA,NA,NA,NA,3,0.688,6,0.122,3,0.706,6,0.024,0.133333333333333
"6488",6488,55,0,13,8,2,"desc",NA,NA,NA,NA,9,0.635,6,0.157,9,0.611,6,0.092,0.133333333333333
"6489",6489,55,1,14,9,43,"desc",NA,NA,NA,NA,3,0.511,6,0.049,3,0.778,8,0.054,0.133333333333333
"6490",6490,55,1,15,10,45,"desc",NA,NA,NA,NA,3,0.675,4,0.105,3,0.775,6,0.176,0.133333333333333
"6491",6491,55,1,16,11,23,"desc",NA,NA,NA,NA,9,0.836,6,0.014,9,0.703,6,0.185,0.133333333333333
"6492",6492,55,0,17,12,27,"desc",NA,NA,NA,NA,2,0.922,6,0.062,2,0.563,6,0.056,0.133333333333333
"6493",6493,55,0,18,13,39,"desc",NA,NA,NA,NA,7,0.584,6,0.015,7,0.658,8,0.027,0.133333333333333
"6494",6494,55,1,19,14,50,"desc",NA,NA,NA,NA,6,0.804,6,0.064,6,0.889,3,0.163,0.133333333333333
"6495",6495,55,0,22,15,21,"desc",NA,NA,NA,NA,9,0.642,4,0.213,9,0.902,8,0.042,0.133333333333333
"6496",6496,55,1,23,16,10,"desc",NA,NA,NA,NA,7,0.828,6,0.033,7,0.81,7,0.104,0.133333333333333
"6497",6497,55,0,26,17,34,"desc",NA,NA,NA,NA,9,0.645,7,0.215,9,0.8,4,0.188,0.133333333333333
"6498",6498,55,0,27,18,11,"desc",NA,NA,NA,NA,6,0.517,8,0.085,6,0.835,6,0.072,0.133333333333333
"6499",6499,55,1,28,19,25,"desc",NA,NA,NA,NA,9,0.9,6,0.012,9,0.786,3,0.181,0.133333333333333
"6500",6500,55,1,29,20,1,"desc",NA,NA,NA,NA,7,0.676,6,0.058,7,0.571,4,0.218,0.133333333333333
"6501",6501,55,1,31,21,49,"desc",NA,NA,NA,NA,6,0.769,6,0.091,6,0.681,6,0.219,0.133333333333333
"6502",6502,55,0,32,22,53,"desc",NA,NA,NA,NA,6,0.86,7,0.132,6,0.782,6,0.014,0.133333333333333
"6503",6503,55,1,34,23,55,"desc",NA,NA,NA,NA,7,0.596,6,0.145,7,0.944,8,0.135,0.133333333333333
"6504",6504,55,1,35,24,6,"desc",NA,NA,NA,NA,2,0.575,6,0.014,2,0.724,6,0.183,0.133333333333333
"6505",6505,55,1,36,25,41,"desc",NA,NA,NA,NA,7,0.791,6,0.019,7,0.631,6,0.019,0.133333333333333
"6506",6506,55,1,39,26,56,"desc",NA,NA,NA,NA,8,0.752,3,0.146,8,0.624,8,0.037,0.133333333333333
"6507",6507,55,0,42,27,13,"desc",NA,NA,NA,NA,9,0.561,7,0.199,9,0.824,6,0.151,0.133333333333333
"6508",6508,55,1,43,28,60,"desc",NA,NA,NA,NA,7,0.767,8,0.03,7,0.871,8,0.117,0.133333333333333
"6509",6509,55,0,44,29,51,"desc",NA,NA,NA,NA,3,0.766,6,0.083,3,0.635,3,0.136,0.133333333333333
"6510",6510,55,1,45,30,40,"desc",NA,NA,NA,NA,7,0.609,4,0.164,7,0.691,7,0.081,0.133333333333333
"6511",6511,55,1,48,31,54,"desc",NA,NA,NA,NA,7,0.754,8,0.088,7,0.833,6,0.235,0.133333333333333
"6512",6512,55,1,53,32,22,"desc",NA,NA,NA,NA,7,0.713,6,0.01,7,0.763,6,0.041,0.133333333333333
"6513",6513,55,1,54,33,30,"desc",NA,NA,NA,NA,9,0.659,4,0.227,9,0.594,6,0.134,0.133333333333333
"6514",6514,55,1,56,34,32,"desc",NA,NA,NA,NA,5,0.77,6,0.016,5,0.62,6,0.091,0.133333333333333
"6515",6515,55,0,57,35,24,"desc",NA,NA,NA,NA,2,0.645,6,0.137,2,0.677,8,0.017,0.133333333333333
"6516",6516,55,0,59,36,37,"desc",NA,NA,NA,NA,9,0.569,6,0.16,9,0.795,6,0.071,0.133333333333333
"6517",6517,55,0,60,37,4,"desc",NA,NA,NA,NA,9,0.566,8,0.06,9,0.766,6,0.192,0.133333333333333
"6518",6518,55,0,61,38,7,"desc",NA,NA,NA,NA,2,0.86,8,0.104,2,0.659,3,0.138,0.133333333333333
"6519",6519,55,1,65,39,14,"desc",NA,NA,NA,NA,8,0.571,4,0.261,8,0.514,6,0.014,0.133333333333333
